eval_id	interface	c1_x	c1_y	r1	a1	c2_x	c2_y	r2	a2	c3_x	c3_y	r3	a3
395	NO_ID	0.767235	0.670345	0.063537	57.049909	0.111729	0.653796	0.670517	43.059228	0.491752	0.142569	0.643666	50.480101
396	NO_ID	0.455469	0.332261	0.410266	44.307409	0.495607	0.589975	0.461685	74.642554	0.944551	0.767622	0.057716	52.713414
397	NO_ID	0.933054	0.914234	0.195342	44.223248	0.455044	0.812020	0.292495	34.652823	0.456105	0.915266	0.563364	80.473880
398	NO_ID	0.817962	0.169775	0.375866	86.702936	0.402523	0.620916	0.177678	82.165058	0.316791	0.740005	0.605659	32.913856
399	NO_ID	0.693808	0.618910	0.056437	71.430304	0.051128	0.520847	0.507842	66.706964	0.575766	0.839317	0.361310	75.234382
400	NO_ID	0.182162	0.098803	0.359441	74.326987	0.481339	0.212444	0.555070	80.520209	0.341031	0.728240	0.191842	62.288760
401	NO_ID	0.799167	0.477085	0.302619	87.266323	0.205727	0.434946	0.462185	43.456177	0.208931	0.799454	0.154033	32.585247
402	NO_ID	0.145314	0.503207	0.312928	39.545863	0.833978	0.643654	0.532905	61.336353	0.247983	0.530719	0.134383	61.300252
403	NO_ID	0.785059	0.109784	0.102465	88.694166	0.430282	0.855730	0.495155	84.055298	0.550055	0.838102	0.242829	80.968769
404	NO_ID	0.638641	0.479135	0.672146	64.103008	0.400067	0.854288	0.594924	39.591938	0.126433	0.375428	0.129969	42.596883
405	NO_ID	0.621963	0.401095	0.171523	73.001320	0.197544	0.694708	0.498066	39.922448	0.755535	0.764578	0.118990	46.625600
406	NO_ID	0.940544	0.780194	0.446557	50.124847	0.182008	0.679105	0.554489	66.972910	0.237556	0.386418	0.142937	37.955831
407	NO_ID	0.539475	0.505875	0.524207	38.497877	0.081073	0.661281	0.239832	33.966824	0.766264	0.610263	0.446919	72.765196
408	NO_ID	0.669839	0.657676	0.595415	56.677360	0.132229	0.189293	0.272584	33.286153	0.678760	0.636775	0.295277	70.136957
409	NO_ID	0.704146	0.625189	0.222374	47.149517	0.696486	0.367961	0.680114	46.775362	0.202947	0.355054	0.316577	45.517068
410	NO_ID	0.311130	0.338441	0.101312	54.871021	0.310709	0.115095	0.377225	53.763520	0.921466	0.804008	0.685139	43.986148
411	NO_ID	0.569571	0.480775	0.669923	77.405396	0.550424	0.663538	0.354437	39.481967	0.747558	0.430103	0.457740	78.232287
412	NO_ID	0.131072	0.242676	0.557734	49.336815	0.558810	0.506812	0.372909	81.666780	0.619131	0.571014	0.078468	64.540433
413	NO_ID	0.363861	0.552034	0.392113	64.798891	0.897591	0.590870	0.086602	43.329459	0.185265	0.545273	0.606348	71.354037
414	NO_ID	0.655300	0.887454	0.098858	57.499041	0.671626	0.115743	0.212177	48.646371	0.259831	0.444505	0.397517	87.668355
415	NO_ID	0.926671	0.488043	0.419921	54.398229	0.534844	0.436636	0.251942	76.906852	0.708566	0.289927	0.523385	75.321558
416	NO_ID	0.882952	0.074244	0.497674	54.592563	0.938865	0.831636	0.318676	85.964230	0.840156	0.836320	0.687389	73.609651
417	NO_ID	0.133162	0.293955	0.551023	56.248986	0.569847	0.561128	0.351031	42.860766	0.418877	0.907055	0.204056	53.567361
418	NO_ID	0.792432	0.498791	0.544989	66.365589	0.706295	0.736445	0.089161	31.465021	0.863782	0.341041	0.412406	54.206113
419	NO_ID	0.681354	0.485770	0.673771	87.945850	0.306897	0.192688	0.323364	71.342443	0.129626	0.934954	0.678249	76.654921
420	NO_ID	0.082778	0.577027	0.283620	74.207110	0.769449	0.281381	0.195017	69.979917	0.737846	0.294426	0.383811	52.219647
421	NO_ID	0.361715	0.925653	0.543373	84.878558	0.134523	0.119903	0.121894	41.907614	0.502603	0.944462	0.115511	84.768236
422	NO_ID	0.550882	0.246226	0.288365	85.676158	0.298757	0.170674	0.187783	73.937269	0.884434	0.524050	0.606633	39.514663
423	NO_ID	0.332210	0.380520	0.104148	70.936166	0.618947	0.659160	0.266247	64.661778	0.520057	0.157119	0.629586	59.519649
424	NO_ID	0.381302	0.909942	0.539493	88.704108	0.284973	0.610391	0.142822	36.322516	0.658617	0.111806	0.249547	80.585074
425	NO_ID	0.553663	0.945937	0.623909	61.160134	0.259434	0.551414	0.440244	82.769500	0.309709	0.402701	0.053432	43.829414
426	NO_ID	0.839564	0.767903	0.380927	87.362684	0.301993	0.121512	0.369561	50.441242	0.797132	0.438584	0.657560	30.697824
427	NO_ID	0.680217	0.134794	0.400539	63.580951	0.288740	0.471755	0.087515	62.036012	0.531844	0.373881	0.637341	56.062137
428	NO_ID	0.890835	0.349462	0.662240	77.291767	0.154715	0.766591	0.091824	75.094398	0.483303	0.507501	0.544117	33.646274
429	NO_ID	0.913494	0.894453	0.103823	54.325538	0.829292	0.456043	0.587463	56.990511	0.130968	0.087908	0.241175	86.650513
430	NO_ID	0.791335	0.128975	0.124045	71.283809	0.530973	0.520120	0.275971	72.153478	0.444733	0.588445	0.497374	30.333596
431	NO_ID	0.934170	0.551358	0.621128	78.267824	0.328776	0.448302	0.697126	66.370872	0.579164	0.511746	0.452588	60.294930
432	NO_ID	0.455891	0.390924	0.166743	47.003903	0.143637	0.260829	0.631754	84.256618	0.242156	0.212568	0.349768	84.937397
433	NO_ID	0.650702	0.165159	0.691111	37.540302	0.748151	0.550682	0.607031	36.542723	0.870570	0.091119	0.332083	64.728269
434	NO_ID	0.383600	0.868591	0.255061	71.637692	0.647946	0.621857	0.424338	65.945581	0.096512	0.756697	0.303522	77.546325
435	NO_ID	0.241032	0.460015	0.504675	69.632534	0.339137	0.747607	0.216469	86.237980	0.181246	0.941005	0.474192	85.984195
436	NO_ID	0.324790	0.812307	0.557384	45.163338	0.397094	0.477208	0.632706	44.179728	0.943467	0.875502	0.179369	33.252446
437	NO_ID	0.547477	0.937603	0.419376	74.564079	0.362024	0.774100	0.165235	87.111136	0.068536	0.361078	0.227325	75.232066
438	NO_ID	0.878602	0.475121	0.171271	35.163819	0.666717	0.634466	0.060083	82.174544	0.171194	0.499775	0.088636	87.345470
439	NO_ID	0.804213	0.582310	0.305742	75.359815	0.819405	0.885509	0.094893	45.263761	0.282489	0.077185	0.217405	80.452361
440	NO_ID	0.088199	0.144425	0.577624	83.258479	0.091270	0.468139	0.376187	48.948565	0.511241	0.179654	0.339848	34.071441
441	NO_ID	0.290076	0.914390	0.107106	60.934584	0.285356	0.787260	0.350638	78.081419	0.304308	0.598266	0.640289	44.766608
442	NO_ID	0.880396	0.732978	0.198032	47.462201	0.167351	0.729902	0.161464	30.085897	0.565253	0.082661	0.408458	80.705082
443	NO_ID	0.664986	0.241893	0.347765	62.072015	0.671912	0.941250	0.274296	76.801577	0.702056	0.859198	0.577767	71.890564
444	NO_ID	0.932968	0.162359	0.641867	76.620893	0.497917	0.687819	0.235909	46.028724	0.325288	0.570479	0.368830	77.599143
445	NO_ID	0.156346	0.784764	0.252900	78.104357	0.576698	0.078490	0.501909	40.575124	0.659497	0.756867	0.102997	40.164377
446	NO_ID	0.785646	0.356566	0.361769	38.241268	0.610216	0.669202	0.628361	60.651410	0.180877	0.524493	0.166841	79.023346
447	NO_ID	0.375967	0.690726	0.688691	51.783697	0.558350	0.757896	0.613759	52.376966	0.108881	0.796207	0.525000	36.938143
448	NO_ID	0.191541	0.562080	0.457406	44.240550	0.255686	0.475379	0.623573	54.630991	0.215021	0.801646	0.473768	66.100499
449	NO_ID	0.769711	0.457774	0.185873	62.966942	0.418212	0.168156	0.617353	39.200327	0.711613	0.290078	0.099291	69.595669
450	NO_ID	0.475909	0.303827	0.212027	38.283480	0.925138	0.496542	0.073459	77.745003	0.084457	0.586161	0.239698	67.331839
451	NO_ID	0.927473	0.104801	0.237946	73.092495	0.910786	0.159730	0.135243	82.475660	0.489883	0.688244	0.650713	35.442048
452	NO_ID	0.188047	0.166999	0.203847	76.184058	0.802265	0.344775	0.209839	80.659114	0.633650	0.525497	0.072109	65.412087
453	NO_ID	0.350947	0.173496	0.117624	69.400693	0.264676	0.830961	0.686402	69.141925	0.057634	0.928568	0.299894	89.682938
454	NO_ID	0.762365	0.691878	0.312031	73.610030	0.111450	0.398627	0.669322	60.074879	0.140477	0.565147	0.078799	79.211411
455	NO_ID	0.779285	0.501707	0.245271	67.316001	0.815091	0.330011	0.336342	72.565069	0.924963	0.170344	0.138038	83.413807
456	NO_ID	0.148491	0.941016	0.060625	40.682159	0.447911	0.075114	0.181461	42.300318	0.215481	0.298561	0.229795	64.368218
457	NO_ID	0.933714	0.824757	0.240635	64.623147	0.685060	0.102362	0.511807	61.510576	0.499757	0.859404	0.107069	33.933778
458	NO_ID	0.860774	0.316097	0.471137	78.659811	0.832799	0.513993	0.381395	83.171668	0.831587	0.151533	0.529709	67.717226
459	NO_ID	0.609658	0.943905	0.398715	37.541636	0.065295	0.848829	0.495080	60.579250	0.132540	0.355024	0.538277	53.595618
460	NO_ID	0.814200	0.586935	0.112954	66.035796	0.504320	0.792810	0.360414	56.735794	0.728526	0.816428	0.383791	38.566485
461	NO_ID	0.811732	0.092150	0.433683	77.136745	0.094572	0.626335	0.518497	67.878947	0.208843	0.749403	0.632926	33.005091
462	NO_ID	0.303663	0.915109	0.559631	56.898601	0.925558	0.939868	0.483857	56.848551	0.628135	0.572853	0.591555	69.093848
463	NO_ID	0.126990	0.238935	0.494572	80.353691	0.550547	0.440905	0.402368	63.091903	0.579112	0.302139	0.640881	82.004549
464	NO_ID	0.843570	0.790110	0.502191	77.722127	0.915358	0.401119	0.632507	35.355513	0.089352	0.756823	0.400004	42.282873
465	NO_ID	0.666048	0.087900	0.517250	64.613979	0.750042	0.168843	0.567941	43.592306	0.700225	0.808126	0.056289	72.262292
466	NO_ID	0.782901	0.797103	0.441717	56.120722	0.072651	0.526584	0.170211	77.489507	0.781014	0.097958	0.103910	89.290209
467	NO_ID	0.887535	0.760757	0.520123	40.812148	0.398313	0.203364	0.270215	37.459916	0.056818	0.114663	0.315266	32.811603
468	NO_ID	0.800520	0.362959	0.310044	61.305080	0.900081	0.178387	0.494850	33.507609	0.197759	0.089425	0.196614	35.575074
469	NO_ID	0.616878	0.655666	0.161980	86.231838	0.155586	0.340080	0.261187	45.382191	0.576905	0.301022	0.502474	43.469651
470	NO_ID	0.281745	0.150382	0.672649	44.748267	0.064396	0.635267	0.284665	77.194104	0.569939	0.308822	0.611109	33.899666
471	NO_ID	0.192935	0.425414	0.691175	62.967537	0.789215	0.192299	0.166151	41.091732	0.658956	0.527024	0.076977	43.830654
472	NO_ID	0.686858	0.848828	0.664101	48.786031	0.845099	0.200101	0.292214	42.142236	0.550757	0.781923	0.470272	33.198389
473	NO_ID	0.239702	0.471892	0.187737	58.358318	0.702490	0.593242	0.593817	64.888803	0.557720	0.347970	0.664434	51.247868
474	NO_ID	0.075570	0.887574	0.262688	42.225941	0.699759	0.539051	0.442578	45.843689	0.937416	0.085216	0.593084	40.954920
475	NO_ID	0.195524	0.224124	0.264087	48.306027	0.427649	0.708740	0.590962	60.817453	0.775010	0.766092	0.050225	53.521959
476	NO_ID	0.088798	0.677557	0.183172	69.663458	0.162734	0.087116	0.415769	49.625912	0.297727	0.584754	0.164522	31.180833
477	NO_ID	0.121949	0.257010	0.464461	84.437228	0.101143	0.790457	0.516253	50.961248	0.659361	0.309293	0.439823	43.670511
478	NO_ID	0.728178	0.695140	0.261199	33.775491	0.499552	0.850984	0.591647	60.343450	0.192828	0.068691	0.513544	37.514236
479	NO_ID	0.263998	0.752819	0.302868	75.257723	0.852479	0.333607	0.385457	79.064634	0.240367	0.520657	0.059343	71.689256
480	NO_ID	0.884843	0.857414	0.122178	66.862528	0.075118	0.115591	0.082805	59.480343	0.342536	0.813044	0.521443	55.002428
481	NO_ID	0.403515	0.299294	0.648602	70.769197	0.584196	0.797673	0.358577	79.377758	0.346035	0.880599	0.196821	48.450329
482	NO_ID	0.191826	0.202984	0.072881	31.886319	0.331179	0.564793	0.695709	44.566253	0.370368	0.462111	0.208064	89.712229
483	NO_ID	0.437538	0.884317	0.642343	58.668120	0.214136	0.409808	0.153601	86.466536	0.237209	0.494155	0.641647	35.483299
484	NO_ID	0.274988	0.489978	0.285227	64.664130	0.708261	0.714581	0.514105	84.752541	0.289412	0.369327	0.385576	67.080770
485	NO_ID	0.921397	0.298030	0.161151	85.658008	0.062889	0.168116	0.252470	75.117646	0.501553	0.886076	0.167889	63.717919
486	NO_ID	0.844605	0.226442	0.094438	71.330673	0.197320	0.436196	0.447239	88.091293	0.874541	0.724776	0.391815	72.268504
487	NO_ID	0.901552	0.268829	0.130881	63.326729	0.627946	0.752923	0.614205	34.979430	0.425494	0.610169	0.339836	59.651761
488	NO_ID	0.881419	0.197807	0.427799	45.644298	0.525923	0.873279	0.382735	66.211864	0.906545	0.706387	0.463974	50.982472
489	NO_ID	0.076174	0.841112	0.159096	40.807332	0.316177	0.644724	0.615803	45.166957	0.394818	0.719779	0.220754	32.479201
490	NO_ID	0.718909	0.398782	0.665812	59.688444	0.718663	0.846119	0.666825	62.341815	0.153456	0.871944	0.606742	79.197408
491	NO_ID	0.255468	0.289852	0.106445	30.802364	0.510964	0.469777	0.200125	51.950452	0.498269	0.801666	0.680546	71.186501
492	NO_ID	0.905318	0.164332	0.469246	88.560132	0.754091	0.898357	0.338827	71.259779	0.776694	0.297071	0.535847	57.670450
493	NO_ID	0.596073	0.191133	0.656379	73.322686	0.107875	0.574981	0.617903	41.801085	0.305628	0.731549	0.270529	60.897840
494	NO_ID	0.706461	0.185458	0.463836	89.388285	0.249396	0.339641	0.532630	66.611504	0.228439	0.918504	0.320397	69.423665
495	NO_ID	0.610398	0.923736	0.391067	41.146939	0.226991	0.433397	0.292390	48.813793	0.391333	0.499198	0.497260	72.739582
496	NO_ID	0.694600	0.810031	0.365588	76.302628	0.254892	0.608063	0.524985	75.061760	0.558356	0.868977	0.605291	30.654067
497	NO_ID	0.414595	0.935505	0.503072	77.991895	0.468857	0.259447	0.164057	75.525682	0.823860	0.384646	0.411778	52.366673
498	NO_ID	0.311688	0.842777	0.526806	74.102188	0.849793	0.439447	0.154005	54.969344	0.218988	0.435446	0.321844	73.170353
499	NO_ID	0.153765	0.608180	0.276462	66.471162	0.375360	0.262709	0.570247	73.818493	0.567554	0.791754	0.461918	87.361714
500	NO_ID	0.125679	0.581475	0.584944	62.266109	0.680038	0.087796	0.545367	69.682377	0.393267	0.377196	0.435754	78.508222
501	NO_ID	0.437308	0.314803	0.408468	57.855955	0.786794	0.881823	0.620427	64.298213	0.333310	0.352002	0.595754	52.140174
502	NO_ID	0.760902	0.691856	0.505068	37.536658	0.653285	0.529039	0.097217	40.099308	0.299680	0.622729	0.077443	84.043731
503	NO_ID	0.712259	0.299501	0.201038	54.980212	0.508593	0.102483	0.511764	84.465650	0.707217	0.325545	0.336309	48.690591
504	NO_ID	0.447740	0.595354	0.285569	56.708669	0.694216	0.526340	0.413348	85.661792	0.245270	0.168115	0.195122	70.281382
505	NO_ID	0.204277	0.812774	0.461880	87.159391	0.167663	0.060977	0.689231	72.354240	0.352947	0.147696	0.153099	60.737180
506	NO_ID	0.381282	0.072988	0.053566	56.836367	0.659288	0.645957	0.117705	84.207919	0.436748	0.932888	0.675054	72.147729
507	NO_ID	0.192430	0.468506	0.301878	35.421518	0.721824	0.170710	0.393932	50.820238	0.600139	0.621145	0.554694	68.736465
508	NO_ID	0.374152	0.259878	0.328940	83.998846	0.846527	0.194526	0.525212	61.957271	0.351788	0.545727	0.077271	39.284602
509	NO_ID	0.590192	0.146654	0.432884	65.077985	0.513589	0.240443	0.463396	70.596768	0.231107	0.640062	0.454033	83.874812
510	NO_ID	0.590547	0.678954	0.454787	59.569224	0.345292	0.393553	0.370230	47.622469	0.245494	0.152705	0.535192	82.693130
511	NO_ID	0.102570	0.303128	0.297931	79.902625	0.736286	0.476304	0.579963	54.595242	0.504861	0.311033	0.130440	56.135810
512	NO_ID	0.922339	0.178763	0.517874	61.847437	0.131940	0.262888	0.318017	53.382589	0.863714	0.827694	0.617090	51.988101
513	NO_ID	0.685324	0.773535	0.690436	84.495613	0.449189	0.407090	0.685171	73.885495	0.375435	0.906194	0.120428	35.447128
514	NO_ID	0.892468	0.819165	0.081719	43.917484	0.676259	0.726587	0.397309	62.775748	0.473534	0.720819	0.496611	32.731049
515	NO_ID	0.306847	0.504848	0.382012	78.199339	0.732875	0.267406	0.185705	68.695790	0.342201	0.421850	0.335882	85.944404
516	NO_ID	0.292822	0.919356	0.458831	73.498900	0.241027	0.940050	0.448675	68.455564	0.156393	0.553387	0.662977	83.368084
517	NO_ID	0.114419	0.055819	0.470896	64.100941	0.741952	0.486554	0.634791	37.008058	0.180188	0.253751	0.276097	39.667109
518	NO_ID	0.686815	0.732521	0.107872	78.990793	0.743487	0.592121	0.585889	87.726498	0.139533	0.266358	0.265084	57.846794
519	NO_ID	0.394413	0.938607	0.068212	34.013155	0.810250	0.566911	0.066354	49.189572	0.144059	0.128543	0.143196	30.871253
520	NO_ID	0.582679	0.868292	0.186504	35.609398	0.875278	0.693735	0.583607	59.335801	0.723248	0.257818	0.657322	59.955669
521	NO_ID	0.330872	0.680267	0.373788	87.284393	0.275211	0.062740	0.145594	83.004263	0.815278	0.839372	0.570389	84.374760
522	NO_ID	0.868574	0.811959	0.559852	85.120793	0.346761	0.307268	0.501318	87.849934	0.784197	0.570591	0.560452	88.852580
523	NO_ID	0.784265	0.259085	0.333413	46.211915	0.316640	0.813134	0.677324	89.631113	0.488847	0.204201	0.110978	72.935146
524	NO_ID	0.539836	0.229657	0.334301	73.432551	0.700743	0.738496	0.206519	39.747562	0.549258	0.522674	0.500533	48.519555
525	NO_ID	0.891792	0.807002	0.673294	45.347467	0.112847	0.703238	0.664515	73.916925	0.883232	0.419703	0.195264	80.822120
526	NO_ID	0.835782	0.437367	0.530417	34.925626	0.908110	0.537311	0.270306	79.009584	0.317041	0.902876	0.182679	60.107686
527	NO_ID	0.700871	0.569686	0.649503	43.971116	0.671233	0.667713	0.269284	50.019814	0.791401	0.108214	0.300016	74.738276
528	NO_ID	0.163009	0.659319	0.642262	88.655407	0.872246	0.457898	0.537297	39.211227	0.711218	0.413520	0.535329	72.946798
529	NO_ID	0.379781	0.811865	0.467998	50.832890	0.783568	0.556316	0.185769	44.080397	0.880440	0.114867	0.324307	63.782117
530	NO_ID	0.935288	0.841804	0.438641	49.172606	0.144210	0.294984	0.216639	63.718138	0.140405	0.838504	0.357619	58.560715
531	NO_ID	0.391338	0.646117	0.243272	59.196930	0.308289	0.453431	0.265162	81.753573	0.428747	0.379436	0.667532	36.482547
532	NO_ID	0.254879	0.355566	0.234307	78.454393	0.869304	0.819583	0.587569	64.345324	0.297725	0.709023	0.303959	37.105695
533	NO_ID	0.204353	0.110953	0.344490	44.741403	0.924486	0.129226	0.147885	32.121964	0.669714	0.611529	0.351864	71.906499
534	NO_ID	0.142014	0.098134	0.091869	55.726237	0.379702	0.615009	0.210607	61.384721	0.293492	0.569457	0.106330	73.421766
535	NO_ID	0.629099	0.393504	0.647823	84.781958	0.925792	0.422848	0.437365	54.959504	0.570364	0.615914	0.103459	52.687021
536	NO_ID	0.315072	0.209925	0.593236	41.809282	0.644517	0.455305	0.437456	66.695117	0.680158	0.538592	0.189842	48.296249
537	NO_ID	0.231626	0.080314	0.502281	80.071960	0.483503	0.911231	0.337525	55.462483	0.603070	0.763948	0.179626	83.661845
538	NO_ID	0.208478	0.833686	0.524573	31.007727	0.534425	0.670729	0.163549	89.081921	0.134876	0.103371	0.671481	70.654554
539	NO_ID	0.705638	0.521009	0.409638	68.650562	0.400532	0.870655	0.275964	42.687428	0.120939	0.109359	0.548672	63.076660
540	NO_ID	0.224016	0.345656	0.286651	70.029150	0.867912	0.549319	0.441532	34.139916	0.633167	0.218097	0.648010	50.229010
541	NO_ID	0.827803	0.376843	0.380687	50.578589	0.591279	0.687703	0.575155	39.622072	0.390250	0.138113	0.652813	64.500500
542	NO_ID	0.571118	0.082136	0.290335	48.034073	0.625387	0.311612	0.488870	57.292102	0.312946	0.808439	0.595835	56.544634
543	NO_ID	0.395897	0.658357	0.620381	78.920174	0.556949	0.316890	0.101116	53.420807	0.794970	0.321016	0.282284	35.678755
544	NO_ID	0.601399	0.756455	0.441426	65.683273	0.435395	0.511419	0.675952	70.144271	0.658868	0.199466	0.325943	53.652287
545	NO_ID	0.410891	0.489308	0.616473	72.075281	0.712715	0.691081	0.481541	68.540566	0.745818	0.609228	0.278472	71.764512
546	NO_ID	0.561430	0.818839	0.242921	85.106904	0.595965	0.609605	0.270464	54.189010	0.272942	0.757645	0.187366	79.742337
547	NO_ID	0.345518	0.451964	0.202585	47.640131	0.912764	0.552142	0.661525	74.323462	0.776492	0.441658	0.224010	61.773782
548	NO_ID	0.882512	0.399270	0.139454	31.258772	0.783051	0.282796	0.515885	63.986671	0.659494	0.738908	0.642463	54.662664
549	NO_ID	0.622478	0.606014	0.538676	58.190870	0.830411	0.479196	0.692833	54.775999	0.403859	0.541825	0.501407	68.387207
550	NO_ID	0.632460	0.580763	0.334221	68.740743	0.153823	0.553838	0.149736	71.999082	0.479103	0.278907	0.560932	87.540508
551	NO_ID	0.709558	0.144766	0.067449	81.724723	0.254731	0.847149	0.210033	42.079357	0.844965	0.284651	0.083967	73.967574
552	NO_ID	0.146981	0.580626	0.387358	51.717879	0.271850	0.278977	0.545485	45.919031	0.540149	0.501558	0.641143	54.129705
553	NO_ID	0.576689	0.059043	0.473788	58.931264	0.448490	0.167992	0.556089	84.428269	0.582025	0.922196	0.145182	32.648550
554	NO_ID	0.108088	0.814395	0.557889	34.883859	0.735106	0.366456	0.619518	85.925112	0.201229	0.432789	0.564139	75.377386
555	NO_ID	0.185346	0.917908	0.614839	89.869542	0.538783	0.181429	0.393905	78.276064	0.338615	0.548711	0.204300	64.667576
556	NO_ID	0.779269	0.339199	0.267495	77.185515	0.190088	0.409491	0.320442	35.984718	0.323223	0.720645	0.455394	84.390302
557	NO_ID	0.825324	0.056676	0.443718	42.968503	0.392394	0.297512	0.257592	86.058665	0.528901	0.083827	0.459788	38.726129
558	NO_ID	0.395935	0.054928	0.389829	40.213078	0.493349	0.195350	0.158713	74.169137	0.484868	0.609283	0.175660	45.107297
559	NO_ID	0.136148	0.807561	0.151651	67.644406	0.761871	0.832086	0.233767	73.916595	0.209665	0.905892	0.641917	38.253687
560	NO_ID	0.927106	0.111713	0.507562	69.112108	0.697786	0.059201	0.072294	32.208298	0.915911	0.410698	0.637472	87.323341
561	NO_ID	0.638677	0.513376	0.545967	47.628712	0.575308	0.682085	0.286611	69.685083	0.262284	0.651535	0.664385	36.765098
562	NO_ID	0.432319	0.205663	0.124779	87.363297	0.057503	0.715448	0.458713	82.015629	0.661467	0.675311	0.508417	66.051857
563	NO_ID	0.949555	0.277474	0.196320	69.363808	0.724871	0.791242	0.525308	76.912672	0.891437	0.399404	0.432767	87.947212
564	NO_ID	0.130581	0.908890	0.166839	65.281971	0.256950	0.285424	0.250024	31.403932	0.099354	0.779555	0.181399	30.523357
565	NO_ID	0.091308	0.575383	0.661575	33.196642	0.819838	0.206289	0.507976	61.347364	0.877370	0.388641	0.520067	72.296556
566	NO_ID	0.156041	0.354554	0.172789	67.091518	0.397642	0.150929	0.131367	70.200381	0.468409	0.542799	0.296536	88.570675
567	NO_ID	0.326177	0.345299	0.186795	67.773423	0.455742	0.441758	0.281099	41.127883	0.728989	0.861667	0.677045	86.786299
568	NO_ID	0.191857	0.874359	0.626592	40.777363	0.668876	0.618057	0.695915	82.641675	0.895110	0.126371	0.189243	83.598614
569	NO_ID	0.692332	0.351194	0.571141	64.749046	0.430463	0.134395	0.640686	35.246291	0.529785	0.484535	0.482112	44.017988
570	NO_ID	0.778498	0.663033	0.597655	36.519716	0.410389	0.483612	0.092862	85.540734	0.138562	0.160040	0.369347	80.258690
571	NO_ID	0.444893	0.528452	0.315449	77.438482	0.611930	0.323838	0.485310	42.359145	0.070718	0.631956	0.553318	78.816993
572	NO_ID	0.599980	0.231287	0.377971	45.597189	0.530523	0.069980	0.067664	56.517528	0.279706	0.764174	0.158909	62.068736
573	NO_ID	0.375897	0.676610	0.460458	69.199844	0.758306	0.210082	0.316610	63.709906	0.833871	0.607501	0.497647	63.980324
574	NO_ID	0.103525	0.258849	0.673864	83.909890	0.446073	0.530268	0.171627	79.863710	0.782549	0.248607	0.291254	89.146905
575	NO_ID	0.144756	0.384675	0.380526	66.371604	0.534920	0.682075	0.199884	72.309203	0.117359	0.816629	0.252723	31.491839
576	NO_ID	0.606195	0.774661	0.610151	72.740602	0.553800	0.069949	0.249651	57.857310	0.832600	0.168612	0.159296	40.939260
577	NO_ID	0.655919	0.511333	0.492258	68.350667	0.817860	0.945849	0.454745	35.397230	0.441480	0.355823	0.524726	67.006704
578	NO_ID	0.418306	0.055178	0.393317	87.365583	0.752222	0.236826	0.357538	63.293844	0.661315	0.942684	0.481202	62.589493
579	NO_ID	0.099811	0.504088	0.137340	54.650227	0.594075	0.819147	0.257337	57.965485	0.611711	0.946988	0.429007	66.836433
580	NO_ID	0.766282	0.200678	0.600179	54.609845	0.266461	0.170688	0.626410	59.341553	0.566074	0.277462	0.222504	50.355822
581	NO_ID	0.326894	0.480302	0.176586	51.006679	0.125035	0.891057	0.628620	63.954107	0.627090	0.193094	0.443746	53.951153
582	NO_ID	0.812089	0.604431	0.228069	46.574415	0.683829	0.730040	0.380489	70.239292	0.872170	0.250472	0.595354	86.609272
583	NO_ID	0.212302	0.817714	0.642431	48.425926	0.589557	0.120625	0.416683	56.659266	0.383088	0.612484	0.178289	89.486424
584	NO_ID	0.328131	0.340148	0.595941	54.646759	0.152940	0.686303	0.151129	39.851226	0.641882	0.226151	0.130084	74.393436
585	NO_ID	0.315304	0.254026	0.297148	81.263168	0.124236	0.371340	0.540083	85.445467	0.354442	0.057706	0.559936	45.095372
586	NO_ID	0.468335	0.270599	0.656694	57.107746	0.069819	0.308961	0.546052	36.773853	0.259301	0.861523	0.063467	69.165627
587	NO_ID	0.842890	0.590981	0.584228	34.531938	0.450397	0.598620	0.598371	46.820939	0.455354	0.348518	0.309186	42.558444
588	NO_ID	0.614472	0.844231	0.535921	83.169853	0.694042	0.642547	0.308559	85.215519	0.699873	0.652838	0.683013	59.838005
589	NO_ID	0.949197	0.259632	0.193712	89.344270	0.921376	0.634560	0.456630	40.309662	0.189344	0.114031	0.325617	84.331076
590	NO_ID	0.373496	0.725660	0.698557	37.012883	0.370804	0.919546	0.198888	44.001636	0.635254	0.665729	0.258943	83.415553
591	NO_ID	0.184663	0.146773	0.200721	58.969824	0.276200	0.235341	0.132390	34.370489	0.586222	0.223670	0.664251	45.499608
592	NO_ID	0.201307	0.930771	0.508372	61.165172	0.140471	0.236590	0.602147	41.310070	0.435005	0.395515	0.500391	51.800420
593	NO_ID	0.503381	0.730303	0.446165	51.420905	0.433956	0.702806	0.201318	84.889921	0.143555	0.297862	0.496344	83.701311
594	NO_ID	0.517563	0.076315	0.575489	37.296681	0.863748	0.754538	0.678184	38.267455	0.499902	0.866588	0.198850	75.486375
595	NO_ID	0.763691	0.237158	0.628371	72.758241	0.790514	0.216711	0.149961	77.951402	0.404783	0.332994	0.349986	43.465736
596	NO_ID	0.508955	0.119450	0.382990	39.279275	0.479251	0.823229	0.691927	64.313541	0.803477	0.636164	0.084282	39.589573
597	NO_ID	0.629825	0.688576	0.181204	67.626147	0.511830	0.485029	0.408227	73.124381	0.704989	0.266929	0.166265	39.155388
598	NO_ID	0.272769	0.449580	0.547131	30.897690	0.536626	0.452888	0.260695	42.884576	0.400550	0.120305	0.100538	51.183680
599	NO_ID	0.802971	0.422028	0.555474	53.420067	0.445378	0.712818	0.370074	43.093574	0.106098	0.425968	0.614914	45.685580
